0.000	0.000
0.000	0.000
5.760	115.192
24.609	376.991
48.276	473.333
73.094	496.372
98.122	500.560
123.255	502.655
147.864	492.183
172.997	502.655
197.501	490.088
222.739	504.749
247.453	494.277
272.586	502.655
297.614	500.560
322.746	502.655
347.774	500.560
372.802	500.560
397.935	502.655
422.963	500.560
447.991	500.560
472.600	492.183
497.628	500.560
522.028	487.994
547.056	500.560
571.979	498.466
597.007	500.560
622.035	500.560
647.168	502.655
672.091	498.466
697.119	500.560
722.147	500.560
746.652	490.088
771.575	498.466
796.080	490.088
821.108	500.560
845.507	487.994
870.431	498.466
894.830	487.994
919.858	500.560
944.258	487.994
969.286	500.560
993.686	487.994
1018.609	498.466
1043.009	487.994
1067.932	498.466
1092.332	487.994
1117.255	498.466
1141.655	487.994
1166.578	498.466
1191.501	498.466
1216.425	498.466
1241.453	500.560
1266.481	500.560
1290.985	490.088
1316.118	502.655
1340.622	490.088
1365.546	498.466
1390.050	490.088
1414.973	498.466
1439.478	490.088
1464.610	502.655
1489.115	490.088
1514.038	498.466
1538.543	490.088
1563.466	498.466
1588.389	498.466
1613.313	498.466
1638.236	498.466
1663.159	498.466
1688.082	498.466
1713.006	498.466
1737.824	496.372
1762.643	496.372
1787.462	496.372
1812.280	496.372
1837.099	496.372
1861.394	485.900
1886.212	496.372
1910.612	487.994
1935.431	496.372
1959.830	487.994
1984.858	500.560
2009.572	494.277
2034.810	504.749
2059.942	502.655
2085.075	502.655
2110.103	500.560
2135.445	506.844
2160.578	502.655
2185.920	506.844
2211.158	504.749
2236.290	502.655
2261.423	502.655
2286.556	502.655
2311.689	502.655
2336.717	500.560
2361.640	498.466
2386.668	500.560
2411.696	500.560
2436.200	490.088
2461.124	498.466
2485.628	490.088
2510.656	500.560
2535.265	492.183
2560.293	500.560
2585.321	500.560
2610.349	500.560
2635.273	498.466
2660.196	498.466
2685.224	500.560
2710.147	498.466
2735.071	498.466
2759.470	487.994
2784.394	498.466
2808.793	487.994
2833.717	498.466
2858.116	487.994
2883.040	498.466
2907.335	485.900
2932.258	498.466
2957.076	496.372
2982.000	498.466
3006.923	498.466
3031.637	494.277
3056.455	496.372
3081.274	496.372
3105.988	494.277
3130.283	485.900
3154.997	494.277
3179.292	485.900
3204.006	494.277
3228.301	485.900
3253.119	496.372
3277.309	483.805
3302.233	498.466
3326.947	494.277
3351.660	494.277
3375.851	483.805
3400.565	494.277
3424.860	485.900
3449.678	496.372
3473.868	483.805
3498.687	496.372
3523.401	494.277
3548.115	494.277
3572.829	494.277
3597.542	494.277
3622.256	494.277
3647.075	496.372
3671.789	494.277
3695.979	483.805
3720.693	494.277
3744.988	485.900
3769.806	496.372
3793.997	483.805
3818.711	494.277
3842.901	483.805
3867.615	494.277
3892.329	494.277
3917.042	494.277
3941.233	483.805
3965.947	494.277
3990.660	494.277
4015.374	494.277
4040.088	494.277
4064.697	492.183
4089.306	492.183
4114.020	494.277
4138.629	492.183
4162.820	483.805
4187.534	494.277
4211.829	485.900
4236.542	494.277
4261.047	490.088
4285.970	498.466
4310.579	492.183
4335.607	500.560
4360.216	492.183
4385.349	502.655
4410.377	500.560
4435.301	498.466
4460.329	500.560
4485.252	498.466
4510.070	496.372
4534.994	498.466
4559.917	498.466
4584.736	496.372
4609.659	498.466
4634.582	498.466
4659.506	498.466
4684.429	498.466
4709.247	496.372
4734.171	498.466
4758.885	494.277
4783.180	485.900
4807.684	490.088
4831.979	485.900
4856.693	494.277
4881.197	490.088
4906.016	496.372
4930.416	487.994
4955.444	500.560
4979.843	487.994
5004.662	496.372
5029.585	498.466
5054.404	496.372
5079.327	498.466
5104.041	494.277
5128.859	496.372
5153.678	496.372
5178.706	500.560
5203.839	502.655
5228.972	502.655
5254.000	500.560
5279.028	500.560
5303.951	498.466
5328.979	500.560
5353.902	498.466
5378.826	498.466
5403.749	498.466
5428.672	498.466
5453.595	498.466
5478.414	496.372
5503.337	498.466
5528.156	496.372
5552.556	487.994
5577.479	498.466
5601.879	487.994
5626.907	500.560
5651.516	492.183
5676.544	500.560
5701.048	490.088
5725.971	498.466
5750.476	490.088
5775.504	500.560
5800.218	494.277
5825.665	508.938
5851.321	513.127
5876.873	511.032
5902.424	511.032
5927.662	504.749
5952.794	502.655
5977.823	500.560
6002.851	500.560
